,ts,code,method,isPractical,majorForCourse,fstMajor,secMajor,status,gender,enterDate,m_suitable,m_comfort,m_feedback,m_boring,m_valuable,m_selfEval,m_satisfaction,m_helpful,m_timeManage,m_ta,m_share,m_discuss,m_activity,m_concentrate,m_sameMethod,emo_miss,emo_isolated,emo_anx,emo_worse,emo_meet,emo_relationship,emo_optim,cop_music,cop_walk,cop_media,cop_creative,cop_sports,cop_game,cop_sns,cop_talk,cop_sleep,cop_drink,cop_alcohol,cop_group,covidClassType,live_home,live_library,live_cafe,live_bus,rec_home,rec_library,rec_cafe,rec_bus,env_home,env_tool,env_platform,env_disturb,env_library,env_cafe,env_group,env_alone
108,2022-03-23 17:48:53.450,GEDI004,Prerecorded lectures,No,General,HASS,None,Full time student in South Korea,Male,I started university in 2020 or later.,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Neutral,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline",Very true,Sometimes true,Sometimes true,Not at all true,Very true,Mostly true,Mostly true,Not at all true,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly Agree,Strongly disagree
109,2022-03-25 15:54:50.180,BIZ2022,Prerecorded lectures,No,Business/economics related,Hybrid/Unclear,None,Full time student in South Korea,Female,I started university in 2020 or later.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Live Online , Pre-recorded lectures , Offline",Very true,Mostly true,A little true,Sometimes true,Very true,Very true,Very true,Sometimes true,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
110,2022-03-25 15:57:41.345,BUS2006,Offline,No,Business/economics related,Hybrid/Unclear,None,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Mostly true,Sometimes true,Mostly true,Not at all true,Mostly true,A little true,Mostly true,Not at all true,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree
111,2022-03-25 16:03:15.940,BUS2028,Live Online,No,Business/economics related,Hybrid/Unclear,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Strongly agree,Agree,Agree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline",Mostly true,Mostly true,A little true,Not at all true,Sometimes true,Very true,A little true,A little true,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree
112,2022-03-25 17:36:35.737,DSC3021,Prerecorded lectures,Yes,Data science/AI/CS/Computing-related,STEM,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Strongly disagree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Neutral,"Live Online , Pre-recorded lectures",Very true,Not at all true,Not at all true,Not at all true,Very true,Not at all true,Not at all true,Not at all true,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
113,2022-03-26 02:08:39.602,GER2025,Offline,No,Literature & Language,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,"Live Online , Pre-recorded lectures , Offline",Mostly true,Mostly true,Sometimes true,Not at all true,Very true,Very true,Mostly true,Not at all true,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Disagree
114,2022-03-26 02:25:52.446,WIS5080,Live Online,Yes,Data science/AI/CS/Computing-related,STEM,None,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline",Very true,Sometimes true,Mostly true,Sometimes true,Mostly true,Mostly true,Mostly true,A little true,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral
115,2022-03-26 02:35:31.149,GEDI008,Offline,No,Social Science,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"Live Online , Pre-recorded lectures , Offline",Very true,Very true,Sometimes true,Not at all true,Very true,Very true,Very true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree
116,2022-03-26 02:57:12.736,BUS2013,Prerecorded lectures,Yes,Business/economics related,HASS,Business/economics related,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,"Live Online , Pre-recorded lectures , Offline",Mostly true,A little true,Sometimes true,Not at all true,Sometimes true,Sometimes true,Mostly true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly disagree
117,2022-03-26 02:59:17.370,GEDS04,Prerecorded lectures,No,Business/economics related,STEM,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Very true,A little true,Sometimes true,Not at all true,Very true,Very true,Mostly true,Not at all true,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly disagree,Strongly disagree
118,2022-03-26 03:15:42.574,GEDM001,Live Online,No,Literature & Language,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Strongly disagree,Neutral,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Not at all true,Sometimes true,Not at all true,Very true,Very true,Very true,Not at all true,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly disagree,Agree
119,2022-03-26 03:20:32.753,None,Live Online,Yes,Business/economics related,Hybrid/Unclear,Business/economics related,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Live Online,Mostly true,Sometimes true,Mostly true,Sometimes true,Sometimes true,Very true,Sometimes true,Mostly true,Neutral,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree
120,2022-03-26 07:05:53.857,FTM3003,Live Online,Yes,Social Science,HASS,Social Science,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Very true,Not at all true,Sometimes true,A little true,Very true,Sometimes true,Sometimes true,Not at all true,Neutral,Strongly Agree,Neutral,Neutral,Strongly disagree,Strongly Agree,Agree,Strongly disagree
121,2022-03-26 07:33:44.720,GEDB003,Live Online,No,Mathematics/Statistics,STEM,None,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,"Live Online , Pre-recorded lectures , Flipped course",Not at all true,Not at all true,Not at all true,Mostly true,Mostly true,Very true,Mostly true,A little true,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly disagree,Strongly Agree
122,2022-03-26 07:44:08.209,BUS2008,Live Online,No,Business/economics related,Hybrid/Unclear,Business/economics related,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline",Very true,Not at all true,Not at all true,Not at all true,Very true,A little true,A little true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Neutral,Neutral
123,2022-03-26 07:56:20.016,IBT3056,Prerecorded lectures,No,Medicine/Pharmacy,STEM,None,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Sometimes true,A little true,Not at all true,Very true,A little true,Sometimes true,Not at all true,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree
124,2022-03-26 08:43:49.007,FBT3020,Offline,Yes,Physics/Chemistry/Biology/Natural Sciences,STEM,None,Full time student in South Korea,Female,I started university BEFORE 2020.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline",Very true,Not at all true,Not at all true,Not at all true,Very true,Not at all true,Not at all true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly Agree
125,2022-03-26 09:13:53.057,MTH3027,Prerecorded lectures,No,Mathematics/Statistics,STEM,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Strongly disagree,"Live Online , Pre-recorded lectures",Very true,Not at all true,Sometimes true,A little true,Very true,Very true,Very true,A little true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree
126,2022-03-26 09:29:55.270,STA2010,Prerecorded lectures,No,Mathematics/Statistics,HASS,Mathematics/Statistics,Full time student in South Korea,Female,I started university BEFORE 2020.,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly disagree,Neutral,"Live Online , Pre-recorded lectures , Offline",Mostly true,Mostly true,Mostly true,Not at all true,Very true,Very true,Very true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Agree,Strongly disagree
127,2022-03-26 09:47:41.810,GEDN046,Prerecorded lectures,No,Social Science,STEM,Business/economics related,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Neutral,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,A little true,Sometimes true,A little true,Very true,Very true,Very true,Very true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly Agree
128,2022-03-26 10:07:45.637,GEDB007,Prerecorded lectures,No,Mathematics/Statistics,STEM,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Very true,Very true,Not at all true,Very true,Very true,Very true,Not at all true,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly disagree
129,2022-03-26 10:22:18.624,GEDB001,Prerecorded lectures,No,Mathematics/Statistics,STEM,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Pre-recorded lectures,None,None,None,None,Mostly true,Very true,Sometimes true,Not at all true,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Agree
130,2022-03-26 10:27:01.093,STA2008,Prerecorded lectures,No,Mathematics/Statistics,HASS,Mathematics/Statistics,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,"Live Online , Pre-recorded lectures , Offline",Sometimes true,Mostly true,Very true,Not at all true,Mostly true,Mostly true,Mostly true,Not at all true,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree
131,2022-03-26 10:34:32.733,CHY2002,Flipped course,No,Physics/Chemistry/Biology/Natural Sciences,STEM,Engineering (not computing-related),Full time student in South Korea,Male,I started university in 2020 or later.,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,"Live Online , Pre-recorded lectures",Mostly true,Sometimes true,Sometimes true,A little true,Mostly true,Sometimes true,Sometimes true,Not at all true,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Strongly disagree
